text,label,text_clean
DIY: Learn to Make the Most Powerful Natural Antibiotic Ever – Kills Any Infection In The Body,0,diy learn make powerful natural antibiotic ever kill any infection body
Live Blog: Voting Fraud Exposed Nationwide,0,live blog voting fraud expose nationwide
The myth of the ‘anchor baby’ deportation defense,1,myth anchor baby deportation defense
Ranking the 2016 Republican field,1,rank republican field
A shutout for Donald Trump - The Boston Globe,1,shutout donald trump boston globe
Ex-military intel officer says White House delaying announcement of Bergdahl desertion charge,1,ex military intel officer say white house delay announcement bergdahl desertion charge
"Under speaker pressure, signs pointing to a reluctant Paul Ryan",1,speaker pressure sign point reluctant paul ryan
Donald Trump’s Hollywood Walk of Fame star destroyed by vandals,0,donald trump hollywood walk fame star destroy vandal
Beyond Syria and Iraq: ISIS is losing ground around the world,1,beyond syria iraq isis lose ground around world
Clinton’s challenge will be to balance a hopeful tone with an argument for change,1,clinton challenge balance hopeful tone argument change
"Don’t Root, Root, Root for the Racist, Red-Face Team from Cleveland",0,don root root root racist red face team cleveland
"Latest Posts WikiLeaks Documents Coming From US Intelligence Not Russia, MSM & Democrat Party Dying",0,late post wikileak document come we intelligence not russia msm democrat party dying
Putin Says Will Not Abandon Russians in Ukraine to Nationalists,1,putin say not abandon russians ukraine nationalist
Hillary Clinton Cancels Public Events And Vanishes Amid Media Blackout,0,hillary clinton cancel public event vanish amid media blackout
The Truth About the #Syrianboy Viral Photo. Its really a story of two boys. #OmranDaqneesh,0,truth syrianboy viral photo really story two boy omrandaqneesh
Report: Freddie Gray may have intentionally tried to injure self in police van,1,report freddie gray may intentionally try injure self police van
"WIKI: Clinton out of touch, cronyistic, didn't drive car in 35 years, flew all over world but accomplished nothing...",0,wiki clinton touch cronyistic not drive car year fly world accomplish nothing
WATCH: Louis CK’s EPIC Answer on Trump vs. Hillary,0,watch louis ck epic answer trump vs hillary
When Did the Democratic Party Become Such a Nervous Wreck?,1,democratic party become nervous wreck
"Moms march to demand end to police brutality, racial injustice",1,mom march demand end police brutality racial injustice
Can Huckabee Overcome The 'New Car Smell' Of Other Candidates?,1,huckabee overcome new car smell candidate
Body parts found in suitcase left on sidewalk,1,body part find suitcase leave sidewalk
Kentucky election could blot an Obamacare bright spot,1,kentucky election could blot obamacare bright spot
This Republican senator visited a mosque to repudiate Donald Trump,1,republican senator visit mosque repudiate donald trump
GOP candidates fight for spotlight ahead of Milwaukee debate,1,gop candidate fight spotlight ahead milwaukee debate
Official Online National Donald Trump Polls Updated in Real-time,0,official online national donald trump poll update real time
DR. MANNY: Water crisis in Flint is just the tip of the iceberg,1,dr manny water crisis flint tip iceberg
"Florida Voters Approve Medical Marijuana, Reject Federal Prohibition",0,florida voter approve medical marijuana reject federal prohibition
OnPolitics | 's politics blog,1,onpolitics politics blog
Should America Pardon the National Security State?,0,america pardon national security state
Trump and the judge: Our view,1,trump judge view
#NoDAPL Spills Over: Musicians Boycott Dakota Access Pipeline CEO’s Record Label & Festival,0,nodapl spill musician boycott dakota access pipeline ceo record label festival
Jeb sides with brother on invading Iraq: Was he ducking the question?,1,jeb side brother invade iraq duck question
Political polarization is what paralyzes us - The Boston Globe,1,political polarization paralyze us boston globe
Vertical Pools Help Heal Wounded Combat Veterans Seeks Positive Doers To Help Make It Happen,0,vertical pool help heal wound combat veteran seek positive doer help make happen
Loretta Lynch joins Obama in prodding Senate over NSA,1,loretta lynch join obama prodding senate nsa
Clintons Are Under Multiple FBI Investigations as Agents Are Stymied,0,clinton multiple fbi investigation agent stymie
Comment on Democrats should ask Clinton to step aside by Toby,0,comment democrat ask clinton step aside toby
Hezbollah’s Candidate Becomes Lebanese President After Sunni Compromise,0,hezbollah candidate become lebanese president sunni compromise
Cher Finally Cracks Time Travel,0,cher finally crack time travel
"What Are The Bulges Under Your Green Pantsuit, Hillary?",0,bulges green pantsuit hillary
"Like a good little sharia-compliant female, Prince Charles’ wife Camilla removes her shoes to enter a mosque in Abu Dhabi, but the Prince of Wales keeps his shoes on",0,like good little sharia compliant female prince charles wife camilla remove shoe enter mosque abu dhabi prince wales keep shoe
The phantom earpiece phenomenon: Why presidential candidates are consistently accused of cheating during debates,1,phantom earpiece phenomenon presidential candidate consistently accuse cheating debate
At least Tesco are giving shoppers a bit of warning this year,0,least tesco give shopper bit warning year
"Trump Gives Victory Speech, Liberals Rediscover Appeal of Limited Government",1,trump give victory speech liberal rediscover appeal limited government
Senate GOP prepared to replace Obamacare subsidies,1,senate gop prepare replace obamacare subsidy
No Brotherly Love in Philly: Email Scandal Threatens to Mar DNC,1,no brotherly love philly email scandal threaten mar dnc
Conservatives: SCOTUS Pick More Important Than Senate Majority,1,conservatives scotus pick important senate majority
Michael Moore Owes Me $4.99,0,michael moore owe
The Russian media just loves the campaign to demonize Putin,0,russian medium love campaign demonize putin
Donald Trump is doing worse with Latinos than the previous 6 Republican presidential candidates,1,donald trump bad latinos previous republican presidential candidate
Nigerian Novelist Wonders Why Everyone Loves Hillary,0,nigerian novelist wonder everyone love hillary
Paul Ryan is an endangered species: How congressional extremists could easily doom his speakership,1,paul ryan endangered species congressional extremist could easily doom speakership
Trump’s HUGE Rally Crowds vs HIllary Clinton’s TINY Crowds,0,trump huge rally crowd vs hillary clinton tiny crowd
Can Republicans govern? Budget 2016 could be biggest test.,1,republicans govern budget could big test
"As Reproductive Rights Hang In The Balance, Debate Moderators Drop The Ball",1,reproductive right hang balance debate moderator drop ball
Re: 13 Year Old: “If Donald Trump Had A Brick For Every Lie Hillary Has Told He Could Build TWO Walls”,0,year old donald trump brick every lie hillary tell could build two wall
How Congress finally killed No Child Left Behind,1,congress finally kill no child leave behind
Get Ready For A Fight To Replace Scalia,1,get ready fight replace scalia
"Clinton, Sanders Let Loose in New York Debate | RealClearPolitics",1,clinton sander let loose new york debate realclearpolitic
"On More than One Issue, GOP's Trump Sounds like a Democrat",1,one issue gop trump sound like democrat
Obama administration stops work on immigrant program,1,obama administration stop work immigrant program
How To Plan Farmer’s Calendar All Year Round,0,plan farmer calendar year round
Surprised About Donald Trump's Popularity? You Shouldn't Be,1,surprised donald trump popularity not
#NeverTrump Goes Down in Flames in Final Attempt to Stop The Donald,1,nevertrump go flame final attempt stop donald
Hillary To Be Indicted After Election: Trump Responds To FBI Investigation,0,hillary indict election trump respond fbi investigation
Jeb Bush 3.0 will crash and burn: Why his new (new) strategy is almost certainly doomed,1,jeb bush crash burn new new strategy almost certainly doom
"A Tale of 2 Americas: Platforms Show World of Difference Between Dems, GOP",1,tale america platform show world difference dem gop
Jeb seeks to shake shadow of Bush family name,1,jeb seek shake shadow bush family name
Michael Klare: Whose Finger on the Nuclear Button?,0,michael klare whose finger nuclear button
BUILD UP WW3 World War 3 Is Coming Current Situation Analysis,0,build ww3 world war come current situation analysis
Jeh Johnson calls for increased vigilance after Mall of America terror threat,1,jeh johnson call increase vigilance mall america terror threat
Fox News Gets Destroyed While Trying To Blame Hillary Clinton For GOP Email Scandal,0,fox news get destroy try blame hillary clinton gop email scandal
Trump Reveals American Muslim Solution,0,trump reveal american muslim solution
"This Year’s Mammogram Month Launched With Devastating Report On Harms, Lack Of Effectiveness",0,year mammogram month launch devastating report harm lack effectiveness
Comey’s Clinton Foundation Connection,0,comey clinton foundation connection
Does The U.S. Government Really Know Who Hacked Democrats Emails?,0,government really know hack democrats email
"Gen. Petraeus: Biggest threat to Iraq's stability is Iran-backed militias, not ISIS",1,gen petraeus big threat iraq stability iran back militia not isis
Trump World’s Darkest Side,0,trump world dark side
Over 500 Russian and Egyptian Troops Train to Kill Terrorists (Photos) - Boris Egorov - Russia News Now,0,russian egyptian troop train kill terrorist photo boris egorov russia news
Have You Heard? Scientists Now Growing Human Ears From Apples,0,hear scientist grow human ear apple
